Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:2514, Призвать существо - Паук Края
minecraft:spawn_egg:2515, Призвать существо - Тройня Края
minecraft:spawn_egg:2516, Призвать существо - Засушливый воин
minecraft:spawn_egg:2517, Призвать существо - Синий Айрако
minecraft:spawn_egg:2518, Призвать существо - Зелёный Айрако
minecraft:spawn_egg:2519, Призвать существо - Фиолетовый Айрако
minecraft:spawn_egg:2520, Призвать существо - Красный Айрако
minecraft:spawn_egg:2521, Призвать существо - Жёлтый Айрако
minecraft:spawn_egg:2522, Призвать существо - Порабощённый Драмкрикс
minecraft:spawn_egg:2523, Призвать существо - Око
minecraft:spawn_egg:2524, Призвать существо - Мороз
minecraft:spawn_egg:2525, Призвать существо - Король лихачей
minecraft:spawn_egg:2526, Призвать существо - Реинбоур
minecraft:spawn_egg:2527, Призвать существо - Ротар
minecraft:spawn_egg:2528, Призвать существо - Акула
minecraft:spawn_egg:2529, Призвать существо - Смотритель
minecraft:spawn_egg:2530, Призвать существо - Дикий огонь
minecraft:spawn_egg:2531, Призвать существо - Глакон
minecraft:spawn_egg:2532, Призвать существо - Джек-О-Мен
minecraft:spawn_egg:2533, Призвать существо - Семинар торговец
minecraft:spawn_egg:2534, Призвать существо - Летучая мышь джунглей
minecraft:spawn_egg:2535, Призвать существо - Адская свинья
minecraft:spawn_egg:2536, Призвать существо - Кобблин
minecraft:spawn_egg:2537, Призвать существо - Гру
minecraft:spawn_egg:2538, Призвать существо - Кактусовый червь
minecraft:spawn_egg:2539, Призвать существо - Тыквенный паук
minecraft:spawn_egg:2540, Призвать существо - Липлуродон
minecraft:spawn_egg:2547, Призвать существо - Единорог Эдема
minecraft:spawn_egg:2548, Призвать существо - Томо Эдема
minecraft:spawn_egg:2549, Призвать существо - Кролик
minecraft:spawn_egg:2550, Призвать существо - Злой кролик
minecraft:spawn_egg:2551, Призвать существо - Слабая кори
minecraft:spawn_egg:2552, Призвать существо - Мадивелл
minecraft:spawn_egg:2553, Призвать существо - Зеленоног
minecraft:spawn_egg:2554, Призвать существо - Лучник солнца
minecraft:spawn_egg:2555, Призвать существо - Голем Дикого леса
minecraft:spawn_egg:2556, Призвать существо - Томо Дикого леса
minecraft:spawn_egg:2557, Призвать существо - Единорог Дикого леса
minecraft:spawn_egg:2558, Призвать существо - Эпифит
minecraft:spawn_egg:2559, Призвать существо - Чудище
minecraft:spawn_egg:2560, Призвать существо - Маг
minecraft:spawn_egg:2561, Призвать существо - Заклинатель
minecraft:spawn_egg:2562, Призвать существо - Мистик
minecraft:spawn_egg:2563, Призвать существо - Колдун
minecraft:spawn_egg:2564, Призвать существо - Верек
minecraft:spawn_egg:2565, Призвать существо - Лунный волк
minecraft:spawn_egg:2566, Призвать существо - Единорог Апалачии
minecraft:spawn_egg:2567, Призвать существо - Томо Апалачии
minecraft:spawn_egg:2568, Призвать существо - Голем Апалачии
minecraft:spawn_egg:2569, Призвать существо - Зачарованный воин
minecraft:spawn_egg:2570, Призвать существо - Лучник Небесного терна
minecraft:spawn_egg:2571, Призвать существо - Зачарованный лучник
minecraft:spawn_egg:2572, Призвать существо - Сумеречный лучник
minecraft:spawn_egg:2573, Призвать существо - Самек
minecraft:spawn_egg:2574, Призвать существо - Голем Небесного терна
minecraft:spawn_egg:2575, Призвать существо - Кори Небесного терна
minecraft:spawn_egg:2576, Призвать существо - Демон Небесного терна
minecraft:spawn_egg:2577, Призвать существо - Мегалит
minecraft:spawn_egg:2578, Призвать существо - Единорог Мортума
minecraft:spawn_egg:2579, Призвать существо - Демон тьмы
minecraft:spawn_egg:2580, Призвать существо - Баслиск
minecraft:spawn_egg:2581, Призвать существо - Вор душ
minecraft:spawn_egg:2582, Призвать существо - Денсос
minecraft:spawn_egg:2583, Призвать существо - Рейвор
minecraft:spawn_egg:2584, Призвать существо - Сумеречный демон
minecraft:spawn_egg:2585, Призвать существо - Демон душ
minecraft:spawn_egg:2586, Призвать существо - Вамашерон
minecraft:spawn_egg:2587, Призвать существо - Карот
minecraft:spawn_egg:2588, Призвать существо - Вечный лучник
minecraft:spawn_egg:2589, Призвать существо - Паук душ
minecraft:spawn_egg:2590, Призвать существо - Аликанто
minecraft:spawn_egg:2591, Призвать существо - Фрактайт
minecraft:spawn_egg:2592, Призвать существо - Гласайд
minecraft:spawn_egg:2593, Призвать существо - Хастреус
minecraft:spawn_egg:2594, Призвать существо - Морозный лучник
minecraft:spawn_egg:2595, Призвать существо - Роллум
minecraft:spawn_egg:2596, Призвать существо - Мороз
minecraft:spawn_egg:2597, Призвать существо - Инженер мастерской
minecraft:spawn_egg:2598, Призвать существо - Торговец мастерской
minecraft:spawn_egg:2599, Призвать существо - Верменус
minecraft:spawn_egg:2600, Призвать существо - Энт
minecraft:spawn_egg:2601, Призвать существо - Симесоид
minecraft:spawn_egg:2602, Призвать существо - Крушитель снов
minecraft:spawn_egg:2603, Призвать существо - Токаксин
minecraft:spawn_egg:2604, Призвать существо - Шадахаер
minecraft:spawn_egg:2605, Призвать существо - Кислотная ведьма
minecraft:spawn_egg:2606, Призвать существо - Казротик
minecraft:spawn_egg:2607, Призвать существо - Хелио
minecraft:spawn_egg:2608, Призвать существо - Горгосион
minecraft:spawn_egg:2609, Призвать существо - Парящее жало
minecraft:spawn_egg:2610, Призвать существо - Зона
minecraft:spawn_egg:2611, Призвать существо - Зорагон
minecraft:spawn_egg:2612, Призвать существо - Диссимент
minecraft:spawn_egg:2613, Призвать существо - Вхраак
minecraft:spawn_egg:2614, Призвать существо - Галроид
minecraft:spawn_egg:2615, Призвать существо - Леди Луна
minecraft:spawn_egg:2616, Призвать существо - Богемит
minecraft:spawn_egg:2617, Призвать существо - Крушитель
minecraft:spawn_egg:2618, Призвать существо - Бифрон
minecraft:spawn_egg:2619, Призвать существо - Королева улья
minecraft:spawn_egg:2620, Призвать существо - Солдат улья
minecraft:spawn_egg:2621, Призвать существо - Лхеива
minecraft:spawn_egg:2622, Призвать существо - Мандрагора
minecraft:spawn_egg:2623, Призвать существо - Близнецы
minecraft:spawn_egg:2624, Призвать существо - Карос
minecraft:spawn_egg:2625, Призвать существо - Раглок
minecraft:spawn_egg:2626, Призвать существо - Квадро
minecraft:spawn_egg:2627, Призвать существо - Дуо
minecraft:spawn_egg:2628, Призвать существо - Лорга
minecraft:spawn_egg:2629, Призвать существо - Летающая лорга
minecraft:spawn_egg:2630, Призвать существо - Загадочный человек #1
minecraft:spawn_egg:2631, Призвать существо - Загадочный человек #2
minecraft:spawn_egg:2632, Призвать существо - Загадочный человек #3
minecraft:spawn_egg:2633, Призвать существо - Голод
